"CÓD. 
DEP.",DEPARTAMENTO,CÓD. MUN.,MUNICIPIO,"GRUPO 
DE CULTIVO","SUBGRUPO 
DE CULTIVO",CULTIVO,DESAGREGACIÓN REGIONAL Y/O SISTEMA PRODUCTIVO,AÑO,PERIODO,"Área Sembrada
(ha)","Área Cosechada
(ha)","Producción
(t)","Rendimiento
(t/ha)",ESTADO FISICO PRODUCCION,"NOMBRE 
CIENTIFICO",CICLO DE CULTIVO
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2017,2017,780,640,768,1.2,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2017,2017,727,637,637,1,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2017,2017,623,623,748,1.2,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18592,PUERTO RICO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2017,2017,563,563,563,1,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18256,EL PAUJIL,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2017,2017,474,474,474,1,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18001,FLORENCIA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2017,2017,465,165,182,1.1,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18410,MONTAÑITA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2017,2017,391,110,121,1.1,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18460,MILAN,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2017,2017,334,325,1300,4,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18205,CURILLO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2017,2017,197,97,58,0.6,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18785,SOLITA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2017,2017,146,75,38,0.5,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18860,VALPARAISO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2017,2017,126,111,111,1,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18029,ALBANIA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2017,2017,121,51,46,0.9,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18479,MORELIA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2017,2017,100,100,100,1,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18610,SAN JOSE DEL FRAGUA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2017,2017,66,66,59,0.9,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18247,EL DONCELLO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2018,2018,893,803,964,1.2,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2018,2018,780,640,768,1.2,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2018,2018,773,543,652,1.2,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2018,2018,737,722,722,1,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18460,MILAN,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2018,2018,655,329,1645,5,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18592,PUERTO RICO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2018,2018,613,563,563,1,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18256,EL PAUJIL,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2018,2018,474,474,284,0.6,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18001,FLORENCIA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2018,2018,465,165,165,1,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18410,MONTAÑITA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2018,2018,391,110,121,1.1,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18205,CURILLO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2018,2018,197,147,88,0.6,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18785,SOLITA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2018,2018,146,83,42,0.5,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18860,VALPARAISO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2018,2018,126,111,111,1,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18029,ALBANIA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2018,2018,121,51,46,0.9,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18610,SAN JOSE DEL FRAGUA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2018,2018,66,46,41,0.9,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18479,MORELIA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2018,2018,50,50,50,1,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18247,EL DONCELLO,HORTALIZAS,CEBOLLA,CEBOLLA DE BULBO,CEBOLLA DE BULBO,2012,2012A,10,8,20,2.5,HORTALIZA FRESCA,ALLIUM CEPA,TRANSITORIO
18,CAQUETA,18247,EL DONCELLO,HORTALIZAS,CEBOLLA,CEBOLLA DE BULBO,CEBOLLA DE BULBO,2012,2012B,5,4,10,2.5,HORTALIZA FRESCA,ALLIUM CEPA,TRANSITORIO
18,CAQUETA,18247,EL DONCELLO,HORTALIZAS,CEBOLLA,CEBOLLA DE RAMA,CEBOLLA DE RAMA,2010,2010A,15,14,35,2.5,HORTALIZA FRESCA,ALLIUM FISTULOSUM,TRANSITORIO
18,CAQUETA,18247,EL DONCELLO,HORTALIZAS,CEBOLLA,CEBOLLA DE RAMA,CEBOLLA DE RAMA,2011,2011A,12,11,28,2.5,HORTALIZA FRESCA,ALLIUM FISTULOSUM,TRANSITORIO
18,CAQUETA,18247,EL DONCELLO,HORTALIZAS,CEBOLLA,CEBOLLA DE RAMA,CEBOLLA DE RAMA,2011,2011B,6,5,6,1.2,HORTALIZA FRESCA,ALLIUM FISTULOSUM,TRANSITORIO
18,CAQUETA,18247,EL DONCELLO,HORTALIZAS,CEBOLLA,CEBOLLA DE RAMA,CEBOLLA DE RAMA,2013,2013A,5,4,10,2.5,HORTALIZA FRESCA,ALLIUM FISTULOSUM,TRANSITORIO
18,CAQUETA,18247,EL DONCELLO,HORTALIZAS,CEBOLLA,CEBOLLA DE RAMA,CEBOLLA DE RAMA,2013,2013B,5,4,10,2.5,HORTALIZA FRESCA,ALLIUM FISTULOSUM,TRANSITORIO
18,CAQUETA,18001,FLORENCIA,HORTALIZAS,CEBOLLA,CEBOLLA DE RAMA,CEBOLLA DE RAMA,2014,2014A,3,3,3,1,HORTALIZA FRESCA,ALLIUM FISTULOSUM,TRANSITORIO
18,CAQUETA,18001,FLORENCIA,HORTALIZAS,CEBOLLA,CEBOLLA DE RAMA,CEBOLLA DE RAMA,2015,2015A,3,3,3,1,HORTALIZA FRESCA,ALLIUM FISTULOSUM,TRANSITORIO
18,CAQUETA,18205,CURILLO,HORTALIZAS,CEBOLLA,CEBOLLA DE RAMA,CEBOLLA DE RAMA,2017,2017B,1,1,2,2,HORTALIZA FRESCA,ALLIUM FISTULOSUM,TRANSITORIO
18,CAQUETA,18756,SOLANO,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2007,2007,30,29,125,4.39,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18001,FLORENCIA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2007,2007,15,15,75,4.89,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18247,EL DONCELLO,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2007,2007,14,14,56,4,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18460,MILAN,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2007,2007,9,6,20,3.5,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2007,2007,9,9,35,3.96,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18785,SOLITA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2007,2007,8,8,30,3.75,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2007,2007,7,7,27,3.86,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18205,CURILLO,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2007,2007,4,3,9,3.1,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18592,PUERTO RICO,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2007,2007,3,3,15,4.58,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18610,SAN JOSE DEL FRAGUA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2007,2007,3,0,2,4.2,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18860,VALPARAISO,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2007,2007,2,2,10,4.05,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18410,MONTAÑITA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2007,2007,2,2,8,3.67,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18479,MORELIA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2007,2007,2,1,4,3.9,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18029,ALBANIA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2007,2007,1,1,2,3.25,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18756,SOLANO,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2008,2008,26,22,95,4.32,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18247,EL DONCELLO,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2008,2008,18,14,56,4,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18205,CURILLO,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2008,2008,15,13,39,3,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2008,2008,10,3,12,4,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18460,MILAN,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2008,2008,9,9,31,3.5,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2008,2008,6,6,28,4.83,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18410,MONTAÑITA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2008,2008,5,2,7,3.7,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18479,MORELIA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2008,2008,5,5,18,3.5,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18029,ALBANIA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2008,2008,1,1,3,3,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18610,SAN JOSE DEL FRAGUA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2008,2008,1,1,6,6,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18756,SOLANO,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2009,2009,26,16,64,4,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18247,EL DONCELLO,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2009,2009,18,14,56,4,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18205,CURILLO,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2009,2009,15,10,60,6,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18410,MONTAÑITA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2009,2009,15,2,7,3.7,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18610,SAN JOSE DEL FRAGUA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2009,2009,10,8,48,6,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2009,2009,10,10,39,3.9,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18460,MILAN,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2009,2009,9,9,32,3.5,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2009,2009,6,6,20,3.5,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18479,MORELIA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2009,2009,5,5,18,3.5,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18029,ALBANIA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2009,2009,1,1,2,2,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18756,SOLANO,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2010,2010,29,26,104,4,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18410,MONTAÑITA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2010,2010,20,7,26,3.7,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18205,CURILLO,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2010,2010,15,10,60,6,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2010,2010,13,10,39,3.9,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18460,MILAN,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2010,2010,9,9,32,3.5,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18610,SAN JOSE DEL FRAGUA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2010,2010,9,7,27,3.9,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18247,EL DONCELLO,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2010,2010,6,6,24,4,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2010,2010,6,6,20,3.5,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18479,MORELIA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2010,2010,4,4,12,3,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18029,ALBANIA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2010,2010,1,1,2,2,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18756,SOLANO,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2011,2011,323,165,825,5,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18410,MONTAÑITA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2011,2011,20,15,51,3.4,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2011,2011,13,13,51,3.9,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18247,EL DONCELLO,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2011,2011,6,6,24,4,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18610,SAN JOSE DEL FRAGUA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2011,2011,6,4,10,2.5,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2011,2011,5,5,25,5,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18479,MORELIA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2011,2011,5,5,18,3.5,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18029,ALBANIA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2011,2011,1,1,2,2,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18460,MILAN,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2012,2012,38,33,99,3,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2012,2012,21,21,126,6,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18410,MONTAÑITA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2012,2012,20,20,106,5.3,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18756,SOLANO,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2012,2012,20,5,18,3.5,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18205,CURILLO,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2012,2012,15,14,252,18,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2012,2012,13,13,52,4,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18860,VALPARAISO,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2012,2012,10,10,18,1.8,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2012,2012,4,4,16,4,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18247,EL DONCELLO,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2012,2012,4,4,16,4,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18756,SOLANO,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2013,2013,40,40,40,1,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2013,2013,30,30,180,6,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18410,MONTAÑITA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2013,2013,20,20,106,5.3,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18205,CURILLO,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2013,2013,15,14,252,18,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2013,2013,13,13,51,3.9,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2013,2013,4,4,16,4,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18029,ALBANIA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2013,2013,1,1,2,2,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18756,SOLANO,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2014,2014,77,15,15,1,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2014,2014,30,30,180,6,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18410,MONTAÑITA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2014,2014,25,20,106,5.3,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2014,2014,13,13,51,3.9,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2014,2014,4,2,8,4,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18001,FLORENCIA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2014,2014,2,2,8,4,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18479,MORELIA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2014,2014,2,1,2,2,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18029,ALBANIA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2014,2014,1,0,0,,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18756,SOLANO,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2015,2015,110,15,15,1,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2015,2015,40,40,240,6,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18410,MONTAÑITA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2015,2015,30,15,80,5.3,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2015,2015,13,13,51,3.9,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18001,FLORENCIA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2015,2015,3,2,8,4,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2015,2015,2,1,4,4,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18029,ALBANIA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2015,2015,1,1,2,2.23,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18479,MORELIA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2015,2015,1,1,2,2,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18756,SOLANO,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2016,2016,135,110,550,5,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18460,MILAN,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2016,2016,119,90,540,6,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2016,2016,40,40,240,6,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
18,CAQUETA,18410,MONTAÑITA,FRUTALES,FRUTALES EXOTICOS,CHONTADURO,CHONTADURO,2016,2016,30,10,50,5,FRUTO FRESCO,BACTRIS GASIPAES (HBK),PERMANENTE
